14	[E11] reliktni vršaji [E12] so značilne [E21] oblike kontaktnega krasa [E22], ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev.	6	has	location	1
14	[E11] reliktni vršaji [E12] so značilne [E21] oblike kontaktnega krasa [E22], ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev.	0	has	cause	1
15	[E11] vrtača [E12] je [E21] depresijska oblika [E22], navadno globoka več metrov in je bolj široka kot globoka ". (slovenska kraška terminologija, 1973, 29)	4	has	form	1
16	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	6	has	location	1
16	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	4	has	form	1
17	[E11] udornice [E12] so [E21] površinske kraške globeli [E22] različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (stepišnik, 2001). različnih	4	has	form	1
17	[E11] udornice [E12] so [E21] površinske kraške globeli [E22] različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (stepišnik, 2001). različnih	0	has	cause	1
18	slovenska kraška terminologija (1973) [E11] jamo [E12] definira kot [E21] prehodno podzemeljsko votlino [E22], ki je lahko vodoravna ali navpična.	6	has	location	1
18	slovenska kraška terminologija (1973) [E11] jamo [E12] definira kot [E21] prehodno podzemeljsko votlino [E22], ki je lahko vodoravna ali navpična.	4	has	form	1
19	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	6	has	location	1
19	[E11] požiralnik [E12], ponikva oziroma ponor je lijakasta [E21] odprtina [E22] v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje.	4	has	form	1
20	[E11] slepa dolina [E12] je ena od najpogostejših oblik kontaktnega krasa. to je [E21] dolina [E22], ki jo oblikujejo fluvialni procesi, ki se končajo ob vznožju prepadnega ali strmega pobočja, kjer reka, ki je dolino izdolbla, ponika v jamski sistem.	6	has	location	1
20	[E11] slepa dolina [E12] je ena od najpogostejših oblik kontaktnega krasa. to je [E21] dolina [E22], ki jo oblikujejo fluvialni procesi, ki se končajo ob vznožju prepadnega ali strmega pobočja, kjer reka, ki je dolino izdolbla, ponika v jamski sistem.	0	has	cause	1
21	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	6	has	location	1
21	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	0	has	cause	1
22	posebna [E11] reliefna oblika [E12], ki kaže na akumulacijo, so tako imenovani [E21] reliktni vršaji [E22] (stepišnik et al, 2007) oziroma psevdovršaji (gams, 2004). pri reliktnih vršajih je prišlo, v primerjavi s " pravimi " vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. v karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (stepišnik et al, 2007). 	1	cause	has	2
23	posebna [E11] reliefna oblika [E12], ki kaže na akumulacijo, so tako imenovani reliktni vršaji (stepišnik et al, 2007) oziroma [E21] psevdovršaji [E22] (gams, 2004). pri reliktnih vršajih je prišlo, v primerjavi s " pravimi " vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. v karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (stepišnik et al, 2007). 	1	cause	has	2
25	[E11] temperaturni obrat [E12] je [E21] pojav [E22], pri katerem temperatura zraka z višino narašča, namesto da bi padala.	8	has	attribute	1
26	tovrstno izoblikovanost [E11] krasa [E12], kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine, imenujemo [E21] kopasti kras [E22].	5	form	has	2
27	tip kraškega površja, kjer je prevladujoča oblika vrtače, imenujemo [E11] vrtačasti kras [E12] in je prevladujoč [E21] tip kraškega površja [E22] v zmernotoplem pasu in tudi na dinarskem krasu.	6	has	location	1
28	[E11] glaciokras [E12] je [E21] geomorfni sistem [E22], ki združuje kraške oblike in hidrologijo s podedovanimi ledeniškimi oblikami; je rezultat delovanja poledenitve na kraški geomorfni sistem.	4	has	form	1
28	[E11] glaciokras [E12] je [E21] geomorfni sistem [E22], ki združuje kraške oblike in hidrologijo s podedovanimi ledeniškimi oblikami; je rezultat delovanja poledenitve na kraški geomorfni sistem.	0	has	cause	1
29	[E11] fluviokras [E12] je [E21] geomorfni sistem [E22], v katerem je kraško površje lokalno preoblikovano zaradi delovanja površinsko tekočih vod.	0	has	cause	1
30	vrtače na dolomitu so vezane tudi na močno zakrasevanje apnencev v podlagi, zato sta te [E11] vrtače [E12] avtorja poimenovala [E21] reproducirane prelomno-porušne vrtače [E22].	1	cause	has	2
31	[E11] meja med nezasičenim in zasičenim območjem [E12] se imenuje [E21] epifreatično območje [E22].	11	as	defined	2
33	predkraška poroznost je posledica tektonskega razvoja kamninskega masiva in litoloških značilnosti kamnine, imenuje se [E11] razpoklinska poroznost [E12], to je [E21] sekundarna poroznost [E22].	0	has	cause	1
34	[E11] sistem freatičnih rovov in skokov [E12] imenujemo [E21] freatične zanke [E22].	5	form	has	2
35	[E11] laminarni tok [E12] je [E21] tok [E22], ki ga tvorijo vzporedno tekoče plasti vode v inicialnih kanalih.	6	has	location	1
36	zgornji del te [E11] cone [E12] predstavlja tanka prst, ki jo imenujemo [E21] cone talnega prenikanja [E22].	7	location	has	2
37	[E11] meje območij [E12], od koder se stekajo vode proti različnim izvirom, imenujemo [E21] razvodnice [E22].	3	result	has	2
38	[E11] fluviokras [E12] je [E21] kras [E22], ki je posledica delovanja površinskih tokov in erozije ter denudacije. površinskih tokov	0	has	cause	1
42	[E11] suhe doline [E12] so značilne [E21] oblike [E22] tako za normalni oziroma fluvialni relief, kot tudi za kraški relief.	6	has	location	1
43	roglič (1959) je [E11] fluviokras [E12] definiral kot [E21] površje [E22], kjer lahko delujeta tako kraški kot fluvialni geomorfni sistem.	0	has	cause	1
44	[E11] fluviokraško površje [E12] je prehodna oblika [E21] kraškega reliefa [E22], kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah.	0	has	cause	1
45	[E11] kontaktni kras [E12] je [E21] tip površja [E22], kjer pritekajo vode iz fluvialnega geomorfnega sistema v kraškega (ali obratno) oz. je kras preoblikovan pod vplivom alogenih vodotokov.	0	has	cause	1
46	[E11] vršaji [E12] na kontaktnem krasu so [E21] akumulacije [E22], ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras.	6	has	location	1
46	[E11] vršaji [E12] na kontaktnem krasu so [E21] akumulacije [E22], ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras.	8	has	attribute	1
46	[E11] vršaji [E12] na kontaktnem krasu so [E21] akumulacije [E22], ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras.	0	has	cause	1
47	najvišja [E11] plast zgornjega akvifuga [E12] je [E21] krovni akvifug [E22].	7	location	has	2
48	[E11] dolec [E12] je plitva dolinasta [E21] reliefna oblika [E22] brez površinskega vodnega pretakanja, in je bolj plitva kot je dolga.	8	has	attribute	1
48	[E11] dolec [E12] je plitva dolinasta [E21] reliefna oblika [E22] brez površinskega vodnega pretakanja, in je bolj plitva kot je dolga.	4	has	form	1
49	[E11] kopasti vrhovi [E12] so [E21] višji deli kraškega reliefa [E22] in predstavljajo najpogostejši tip kraške vzpetine.	8	has	attribute	1
49	[E11] kopasti vrhovi [E12] so [E21] višji deli kraškega reliefa [E22] in predstavljajo najpogostejši tip kraške vzpetine.	4	has	form	1
50	[E11] fluviokras [E12] je [E21] tip kraškega površja [E22], ki je v veliki meri razrezano z dolinami, večina katerih ima svoje začetne dele na krasu. dolinami	4	has	form	1
51	[E11] dolec [E12] je plitva dolinasta [E21] reliefna oblika [E22] na pobočju in brez površinskega vodnega pretakanja.	6	has	location	1
51	[E11] dolec [E12] je plitva dolinasta [E21] reliefna oblika [E22] na pobočju in brez površinskega vodnega pretakanja.	8	has	attribute	1
51	[E11] dolec [E12] je plitva dolinasta [E21] reliefna oblika [E22] na pobočju in brez površinskega vodnega pretakanja.	4	has	form	1
52	[E11] kopasti vrhovi [E12] so najpogostejši tip [E21] kraške vzpetine [E22], ponavadi se pojavljajo med različnimi depresijskimi oblikami.	6	has	location	1
52	[E11] kopasti vrhovi [E12] so najpogostejši tip [E21] kraške vzpetine [E22], ponavadi se pojavljajo med različnimi depresijskimi oblikami.	8	has	attribute	1
53	[E11] fluviokras [E12] je [E21] tip kraškega površja [E22], ki je razrezano z rečnimi dolinami, večina njihovih začetnih delov pa je na krasu.	6	has	location	1
53	[E11] fluviokras [E12] je [E21] tip kraškega površja [E22], ki je razrezano z rečnimi dolinami, večina njihovih začetnih delov pa je na krasu.	4	has	form	1
54	[E11] kontaktni kras [E12] je [E21] območje [E22], kjer se prepletata fluvialni in kraški geomorfni sistem na stiku kraških in nekraških kamnin. se prepletata fluvialni in kraški geomorfni sistem	8	has	attribute	1
57	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	6	has	location	1
57	[E11] zatrepna dolina [E12] je značilna [E21] površinska oblika [E22] izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine.	0	has	cause	1
58	[E11] iztek [E12] je končni [E21] del zatrepne doline [E22].	6	has	location	1
60	[E11] ponorna dolina [E12] je [E21] depresijska oblika [E22], ki jo izoblikujejo ponikalnice v krasu, vendar je dominantna vloga vrezovanje potoka, zato je vidnih le malo kraških potez (predvsem kraški ponor in dobro prevodni kanali, ki so sposobni odvajati vso alogeno vodo).	4	has	form	1
60	[E11] ponorna dolina [E12] je [E21] depresijska oblika [E22], ki jo izoblikujejo ponikalnice v krasu, vendar je dominantna vloga vrezovanje potoka, zato je vidnih le malo kraških potez (predvsem kraški ponor in dobro prevodni kanali, ki so sposobni odvajati vso alogeno vodo).	0	has	cause	1
62	[E11] kraške uravnave [E12] so večji uravnani [E21] deli kraškega površja [E22].	4	has	form	1
63	[E11] erozijski jarki [E12] so stalna [E21] reliefna oblika [E22], pogosta na strmih pobočjih.	6	has	location	1
64	[E11] vrtača [E12] je zaprta [E21] kraška kotanja [E22], ki je v tlorisu bolj ali manj okrogle oblike.	4	has	form	1
65	[E11] ponor [E12] je večja, vodoravna [E21] odprtina [E22], v katero teče potok ali reka.	4	has	form	1
66	[E11] požiralnik [E12] je [E21] špranja [E22] ali brezno v skalnem koritu, ki požira vodo.	6	has	location	1
67	[E11] kraško polje [E12] je [E21] kotanja [E22] v kraškem ozemlju s sklenjenim višjim obodom in ravnim dnom.	4	has	form	1
68	[E11] ponorni zatrepi [E12] so strmi ali navpični [E21] odseki [E22], ki so nastali z odmikom pobočja nad ponori.	4	has	form	1
68	[E11] ponorni zatrepi [E12] so strmi ali navpični [E21] odseki [E22], ki so nastali z odmikom pobočja nad ponori.	0	has	cause	1
69	[E11] kras [E12] je [E21] območje [E22], na katerem so se zaradi razpoklinske prepustnosti in topnosti kamnin razvile posebne površinske in podzemne reliefne oblike, ki so nastale kot posledica kemičnega in mehanskega delovanja vode v karbonatnih kamninah, v apnencu in dolomitu.	0	has	cause	1
70	[E11] vrtača [E12] je [E21] kotanja [E22] okroglaste oblike, ki se začne poglabljati v površje z vidnim prelomom strmine.	4	has	form	1
71	vodna gladina precej niha, zato [E11] pas med najvišjo in najnižjo piezometrično vodno gladino [E12] imenujemo [E21] epifreatična cona [E22].	7	location	has	2
73	kot občno ime ([E11] kras [E12]) pomeni v ljudskem jeziku [E21] kamnito ozemlje [E22], kar je v skladu s paleoevropsko osnovo.	4	has	form	1
74	[E11] uvala [E12] je kraška [E21] depresijska oblika [E22] na zemeljskem površju v obliki skledaste vdolbine.	6	has	location	1
74	[E11] uvala [E12] je kraška [E21] depresijska oblika [E22] na zemeljskem površju v obliki skledaste vdolbine.	4	has	form	1
75	[E11] škraplje [E12]: so manjša [E21] kraška oblika [E22], dolga od nekaj centimetrov do več decimetrov in metrov, izjedena v trdi kamnini (apnencu ali drugih karbonatnih kamninah), nastala zaradi kemičnega delovanja vode.	0	has	cause	1
76	suha dolina: [E11] suha dolina [E12] (zakrasela dolina) je [E21] dolinasta oblika [E22] na krasu, brez stalnega površinskega vodnega toka.	6	has	location	1
76	suha dolina: [E11] suha dolina [E12] (zakrasela dolina) je [E21] dolinasta oblika [E22] na krasu, brez stalnega površinskega vodnega toka.	8	has	attribute	1
77	suha dolina: suha dolina ([E11] zakrasela dolina [E12]) je [E21] dolinasta oblika [E22] na krasu, brez stalnega površinskega vodnega toka.	6	has	location	1
77	suha dolina: suha dolina ([E11] zakrasela dolina [E12]) je [E21] dolinasta oblika [E22] na krasu, brez stalnega površinskega vodnega toka.	8	has	attribute	1
78	[E11] škraplje [E12] so [E21] kraške oblike [E22], ki nastanejo zaradi korozije vode na površju ali subkutano.	0	has	cause	1
79	[E11] žlebiči [E12] so [E21] razjede [E22] pravilnih žlebastih oblik, ki potekajo v smeri največjega strmca stene.	4	has	form	1
80	[E11] jame [E12] so [E21] podzemni kanali [E22], ki jih je naredila skozi kras tekoča voda.	0	has	cause	1
82	[E11] litotamnijski apnenec [E12] je biogena [E21] kamnina [E22] kopučaste teksture.	8	has	attribute	1
82	[E11] litotamnijski apnenec [E12] je biogena [E21] kamnina [E22] kopučaste teksture.	0	has	cause	1
83	[E11] litotamnijski apnenec [E12] je miocenska (badenijska) [E21] apnena usedlina [E22], nastala z biokemičnimi procesi.	0	has	cause	1
85	[E11] sediment [E12], ki suspendira iz poplavnih vod, imenujemo [E21] poplavna ilovica [E22] ali glina.	1	cause	has	2
86	[E11] sediment [E12], ki suspendira iz poplavnih vod, imenujemo poplavna ilovica ali [E21] glina [E22].	1	cause	has	2
87	[E11] vzpetina [E12] je korozijski ostanek sredi korozijske uravnave, zato se [E21] hum [E22] imenuje tudi osamelec.	1	cause	has	2
88	[E11] vzpetina [E12] je korozijski ostanek sredi korozijske uravnave, zato se hum imenuje tudi [E21] osamelec [E22].	1	cause	has	2
90	[E11] drumlin [E12] je podolgovat zaobljen [E21] grič [E22] iz drobirja talne morene, razpotegnjen v smeri premikanja nekdanjega ledenika.	4	has	form	1
91	[E11] rečni otok [E12] je [E21] del kopnega [E22] v reki.	6	has	location	1
92	raztekanje voda z istega območja v različna porečja in povodja je hidrološka posebnost, [E11] hidrološki pojav [E12], ki ga imenujemo [E21] bifurkacija [E22].	11	as	defined	2
93	[E11] vršaj [E12] je stožčasto [E21] nasutje [E22] ob izstopu iz ozkih gorskih grap v široko glavno ravnino.	6	has	location	1
93	[E11] vršaj [E12] je stožčasto [E21] nasutje [E22] ob izstopu iz ozkih gorskih grap v široko glavno ravnino.	4	has	form	1
94	[E11] grapa [E12] je [E21] dolina [E22] na pobočju, s precejšnjim strmcem in prečnim profilom v obliki črke v. voda po njej teče le v majhnih količinah in le občasno, ob nalivih lahko v njih nastanejo siloviti hudourniki.	6	has	location	1
94	[E11] grapa [E12] je [E21] dolina [E22] na pobočju, s precejšnjim strmcem in prečnim profilom v obliki črke v. voda po njej teče le v majhnih količinah in le občasno, ob nalivih lahko v njih nastanejo siloviti hudourniki.	4	has	form	1
95	[E11] rečna struga [E12] je [E21] reliefna oblika [E22], ki nastane z neposrednim delovanjem tekoče vode.	0	has	cause	1
96	[E11] kraški izvir [E12] je naravni [E21] iztok [E22] kraške vode na površje.	0	has	cause	1
98	[E11] burja [E12] je suh, hladen, padajoč in sunkovit sv [E21] veter [E22].	10	defined	as	1
101	[E11] škavnice [E12] so [E21] korozijske vdolbine [E22] z ravnim dnom, velike od nekaj cm2 do nekaj m2. vdolbine	4	has	form	1
101	[E11] škavnice [E12] so [E21] korozijske vdolbine [E22] z ravnim dnom, velike od nekaj cm2 do nekaj m2. vdolbine	0	has	cause	1
102	[E11] škraplje [E12] so [E21] korozijske razjede [E22], ki nastajajo s korozijo vode bodisi na površju ali subkutano.	6	has	location	1
102	[E11] škraplje [E12] so [E21] korozijske razjede [E22], ki nastajajo s korozijo vode bodisi na površju ali subkutano.	0	has	cause	1
103	[E11] žlebiči [E12] so polkrožne [E21] izjedenine [E22], ki nastanejo po strmcu kamninskega bloka navzdol.	4	has	form	1
103	[E11] žlebiči [E12] so polkrožne [E21] izjedenine [E22], ki nastanejo po strmcu kamninskega bloka navzdol.	0	has	cause	1
105	[E11] preperevanje kamnine [E12] je naravni [E21] proces [E22], ki kamnino v času razkroji na delce, iz katerih je sestavljena.	2	has	result	1
105	[E11] preperevanje kamnine [E12] je naravni [E21] proces [E22], ki kamnino v času razkroji na delce, iz katerih je sestavljena.	0	has	cause	1
106	[E11] pogozdovanje [E12] je načrtno [E21] sajenje [E22] mladik gozdnega drevja na določenem zemljišču zaradi gojitve ali obnove, pomlajevanja gozdov, ogozdovanje pa spreminjanje kmetijskih zemljišč, to je njiv, travnikov, sadovnjakov, vinogradov in pašnikov v gozd oziroma njihovo zaraščanje z gozdovi.	6	has	location	1
106	[E11] pogozdovanje [E12] je načrtno [E21] sajenje [E22] mladik gozdnega drevja na določenem zemljišču zaradi gojitve ali obnove, pomlajevanja gozdov, ogozdovanje pa spreminjanje kmetijskih zemljišč, to je njiv, travnikov, sadovnjakov, vinogradov in pašnikov v gozd oziroma njihovo zaraščanje z gozdovi.	2	has	result	1
107	[E11] kras [E12] je [E21] tip zemeljskega površja [E22], ki je dobil ime po pokrajini kras v zaledju tržaškega zaliva.	10	defined	as	1
108	najpomembnejši [E11] proces preoblikovanja kraškega površja [E12] je raztapljanje oziroma kemično preperevanje in [E21] odnašanje mase [E22] v raztopini v podzemlje.	7	location	has	2
109	najpomembnejši [E11] proces preoblikovanja kraškega površja [E12] je raztapljanje oziroma [E21] kemično preperevanje [E22] in odnašanje mase v raztopini v podzemlje.	7	location	has	2
110	najpomembnejši [E11] proces preoblikovanja kraškega površja [E12] je [E21] raztapljanje [E22] oziroma kemično preperevanje in odnašanje mase v raztopini v podzemlje.	7	location	has	2
111	večje kamnito, [E11] gruščnato površje [E12] iz razpadlega kamenja, značilno za polgoli in goli kras, imenujemo [E21] griža [E22].	5	form	has	2
111	večje kamnito, [E11] gruščnato površje [E12] iz razpadlega kamenja, značilno za polgoli in goli kras, imenujemo [E21] griža [E22].	7	location	has	2
112	večje [E11] kotanje [E12], v tlorisu bolj nepravilnih oblik, imenujemo [E21] uvale [E22].	5	form	has	2
113	osnovni mehanizem nastanka udornic je [E11] rušenje jamskih stropov [E12] do površja oziroma [E21] udor [E22].	11	as	defined	2
113	osnovni mehanizem nastanka udornic je [E11] rušenje jamskih stropov [E12] do površja oziroma [E21] udor [E22].	3	result	has	2
114	ime [E11] cockpit [E12] izhaja z jamajke, saj naj bi bile [E21] kotanje [E22] podobne arenam za petelinje boje (območje stožčastega krasa v severnem in osrednjem delu jamajke se imenuje cockpit country).	10	defined	as	1
115	[E11] sufozija [E12] je proces [E21] spiranja [E22] drobnega materiala krovnine v kraške kanale.	6	has	location	1
115	[E11] sufozija [E12] je proces [E21] spiranja [E22] drobnega materiala krovnine v kraške kanale.	10	defined	as	1
117	pomemben [E11] proces [E12] na krasu je [E21] raztapljanje [E22], saj ima pomembnejšo vlogo kot v drugih geomorfnih sistemih.	7	location	has	2
118	večje uravnane [E11] dele kraškega površja [E12] imenujemo [E21] kraške uravnave [E22].	5	form	has	2
119	[E11] kopasti vrhovi [E12] so višji deli kraškega reliefa in so najpogostejši tip [E21] kraške vzpetine [E22].	6	has	location	1
120	[E11] kopaste vrhove [E12] z bolj strmimi pobočji imenujemo [E21] stožci [E22].	5	form	has	2
121	[E11] osamelce [E12] na kraških poljih, ki so redki, a zelo značilni za kras, imenujemo [E21] humi [E22].	7	location	has	2
121	[E11] osamelce [E12] na kraških poljih, ki so redki, a zelo značilni za kras, imenujemo [E21] humi [E22].	9	attribute	has	2
122	[E11] hum [E12] je [E21] osamljeni grič [E22] sredi ravnega dna kraškega polja.	6	has	location	1
123	[E11] humi [E12] so [E21] ostanki korozijsko znižanega površja [E22], saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje.	0	has	cause	1
124	[E11] kontaktni kras [E12] je [E21] območje [E22] prepletanja procesov fluvialnega in kraškega geomorfnega sistema na stiku kraških in nekraških kamnin.	6	has	location	1
124	[E11] kontaktni kras [E12] je [E21] območje [E22] prepletanja procesov fluvialnega in kraškega geomorfnega sistema na stiku kraških in nekraških kamnin.	8	has	attribute	1
125	[E11] kraška območja [E12], ki so vezana na poledenela območja ali pa se nahajajo na območjih, ki so bila ledeniško preoblikovana, imenujemo [E21] glaciokraška območja [E22].	7	location	has	2
126	[E11] jame [E12] s sledovi bivanja v paleolitiku so [E21] jamske paleolitske postaje [E22].	9	attribute	has	2
127	[E11] večje kotanje [E12] v območjih poledenitve, ki najverjetneje nastanejo s točkastim odtekanjem podledeniških tokov v njihovih dneh, imenujemo [E21] konte [E22].	7	location	has	2
127	[E11] večje kotanje [E12] v območjih poledenitve, ki najverjetneje nastanejo s točkastim odtekanjem podledeniških tokov v njihovih dneh, imenujemo [E21] konte [E22].	1	cause	has	2
129	[E11] vrtača [E12] je [E21] kotanja [E22], navadno globoka več metrov, in je bolj široka kot globoka.	4	has	form	1
130	[E11] karbonatni prag [E12] je [E21] globina [E22] v oceanih, do katere se karbonati še odlagajo oziroma kjer je dinamika odlaganja večja od dinamike raztapljanja karbonatov.	6	has	location	1
131	[E11] dolomit [E12] je [E21] sedimentna karbonatna kamnina [E22], ki jo sestavljata minerala dolomit (več kot 50 utežnih odstotkov) in kalcit.	0	has	cause	1
132	[E11] evaporiti [E12] so [E21] sedimentne kamnine [E22], ki so prisotne pod približno 25 odstotki celinskega površja, vendar na površini izdanjajo v manjši meri kakor karbonati.	6	has	location	1
132	[E11] evaporiti [E12] so [E21] sedimentne kamnine [E22], ki so prisotne pod približno 25 odstotki celinskega površja, vendar na površini izdanjajo v manjši meri kakor karbonati.	8	has	attribute	1
133	[E11] evaporiti [E12] so [E21] sedimentne kamnine [E22], ki so nastale z izločanjem mineralov iz prenasičene solne raztopine zaradi popolne ali le delne evaporacije vode.	0	has	cause	1
134	najpogostejši [E11] evaporitni mineral [E12] je [E21] sadra [E22], saj se najhitreje izloči iz vode.	9	attribute	has	2
135	[E11] sadra [E12] (caso4.2h2o) je [E21] mineral [E22], ki se pri evaporaciji prvi izloči iz vode.	8	has	attribute	1
